"","Code_postal","REGION","CP"
"1955",13480,"PACA",13
"1956",13220,"PACA",13
"1957",13600,"PACA",13
"1958",13780,"PACA",13
"1959",13510,"PACA",13
"1960",13340,"PACA",13
"1961",14350,"Normandie",14
"1962",14350,"Normandie",14
"1963",14710,"Normandie",14
"1964",14112,"Normandie",14
"1965",14430,"Normandie",14
"1966",14130,"Normandie",14
"1967",14190,"Normandie",14
"1968",14130,"Normandie",14
"1969",14330,"Normandie",14
"1970",14710,"Normandie",14
"1971",14000,"Normandie",14
"1972",14630,"Normandie",14
"1973",14240,"Normandie",14
"1974",14210,"Normandie",14
"1975",14610,"Normandie",14
"1976",14340,"Normandie",14
"1977",14500,"Normandie",14
"1978",13250,"PACA",13
"1979",13820,"PACA",13
"1980",13810,"PACA",13
"1981",13580,"PACA",13
"1982",13990,"PACA",13
"1983",13710,"PACA",13
"1984",13180,"PACA",13
"1985",13117,"PACA",13
"1986",13140,"PACA",13
"1987",13550,"PACA",13
"1988",13330,"PACA",13
"1989",13821,"PACA",13
"1990",13790,"PACA",13
"1991",13830,"PACA",13
"1992",13360,"PACA",13
"1993",13740,"PACA",13
"1994",13460,"PACA",13
"1995",13730,"PACA",13
"1996",13100,"PACA",13
"1997",13111,"PACA",13
"1998",13008,"PACA",13
"1999",13013,"PACA",13
"2000",13015,"PACA",13
"2001",98824,"0",98
"2002",98818,"0",98
"2003",20167,"Corse",20
"2004",20112,"Corse",20
"2005",20110,"Corse",20
"2006",20160,"Corse",20
"2007",20121,"Corse",20
"2008",20190,"Corse",20
"2009",20160,"Corse",20
"2010",20135,"Corse",20
"2011",20117,"Corse",20
"2012",20128,"Corse",20
"2013",20153,"Corse",20
"2014",20141,"Corse",20
"2015",20171,"Corse",20
"2016",20150,"Corse",20
"2017",20121,"Corse",20
"2018",20115,"Corse",20
"2019",20131,"Corse",20
"2020",20146,"Corse",20
"2021",20133,"Corse",20
"2022",20124,"Corse",20
"2023",20270,"Corse",20
"2024",20200,"Corse",20
"2025",20220,"Corse",20
"2026",20240,"Corse",20
"2027",20237,"Corse",20
"2028",20243,"Corse",20
"2029",20213,"Corse",20
"2030",20242,"Corse",20
"2031",20213,"Corse",20
"2032",20221,"Corse",20
"2033",20213,"Corse",20
"2034",20200,"Corse",20
"2035",20230,"Corse",20
"2036",20230,"Corse",20
"2037",20270,"Corse",20
"2038",20270,"Corse",20
"2039",20229,"Corse",20
"2040",20279,"Corse",20
"2041",20200,"Corse",20
"2042",20243,"Corse",20
"2043",20240,"Corse",20
"2044",91070,"Ile_de_France",91
"2045",91800,"Ile_de_France",91
"2046",91150,"Ile_de_France",91
"2047",91440,"Ile_de_France",91
"2048",91440,"Ile_de_France",91
"2049",91380,"Ile_de_France",91
"2050",91100,"Ile_de_France",91
"2051",91830,"Ile_de_France",91
"2052",91720,"Ile_de_France",91
"2053",91490,"Ile_de_France",91
"2054",91210,"Ile_de_France",91
"2055",91210,"Ile_de_France",91
"2056",91540,"Ile_de_France",91
"2057",91540,"Ile_de_France",91
"2058",91760,"Ile_de_France",91
"2059",91640,"Ile_de_France",91
"2060",91470,"Ile_de_France",91
"2061",91160,"Ile_de_France",91
"2062",91660,"Ile_de_France",91
"2063",91340,"Ile_de_France",91
"2064",94390,"Ile_de_France",94
"2065",91150,"Ile_de_France",91
"2066",91410,"Ile_de_France",91
"2067",91280,"Ile_de_France",91
"2068",92140,"Ile_de_France",92
"2069",92000,"Ile_de_France",92
"2070",92150,"Ile_de_France",92
"2071",92420,"Ile_de_France",92
"2072",94260,"Ile_de_France",94
"2073",94200,"Ile_de_France",94
"2074",94420,"Ile_de_France",94
"2075",94440,"Ile_de_France",94
"2076",94800,"Ile_de_France",94
"2077",95100,"Ile_de_France",95
"2078",95400,"Ile_de_France",95
"2079",95810,"Ile_de_France",95
"2080",95420,"Ile_de_France",95
"2081",95570,"Ile_de_France",95
"2082",95560,"Ile_de_France",95
"2083",95810,"Ile_de_France",95
"2084",95870,"Ile_de_France",95
"2085",95640,"Ile_de_France",95
"2086",95270,"Ile_de_France",95
"2087",95710,"Ile_de_France",95
"2088",95240,"Ile_de_France",95
"2089",95610,"Ile_de_France",95
"2090",95460,"Ile_de_France",95
"2091",95530,"Ile_de_France",95
"2092",95690,"Ile_de_France",95
"2093",95190,"Ile_de_France",95
"2094",95450,"Ile_de_France",95
"2095",95690,"Ile_de_France",95
"2096",95420,"Ile_de_France",95
"2097",95850,"Ile_de_France",95
"2098",95280,"Ile_de_France",95
"2099",95720,"Ile_de_France",95
"2100",95680,"Ile_de_France",95
"2101",39300,"Franche_Comte",39
"2102",39290,"Franche_Comte",39
"2103",39290,"Franche_Comte",39
"2104",39400,"Franche_Comte",39
"2105",39160,"Franche_Comte",39
"2106",39270,"Franche_Comte",39
"2107",39120,"Franche_Comte",39
"2108",39800,"Franche_Comte",39
"2109",39380,"Franche_Comte",39
"2110",39210,"Franche_Comte",39
"2111",39250,"Franche_Comte",39
"2112",39270,"Franche_Comte",39
"2113",39800,"Franche_Comte",39
"2114",39300,"Franche_Comte",39
"2115",39570,"Franche_Comte",39
"2116",39150,"Franche_Comte",39
"2117",39210,"Franche_Comte",39
"2118",39600,"Franche_Comte",39
"2119",39120,"Franche_Comte",39
"2120",39700,"Franche_Comte",39
"2121",39220,"Franche_Comte",39
"2122",39270,"Franche_Comte",39
"2123",39110,"Franche_Comte",39
"2124",39600,"Franche_Comte",39
"2125",39170,"Franche_Comte",39
"2126",39140,"Franche_Comte",39
"2127",39570,"Franche_Comte",39
"2128",39200,"Franche_Comte",39
"2129",39270,"Franche_Comte",39
"2130",39400,"Franche_Comte",39
"2131",39570,"Franche_Comte",39
"2132",39120,"Franche_Comte",39
"2133",39130,"Franche_Comte",39
"2134",39270,"Franche_Comte",39
"2135",39120,"Franche_Comte",39
"2136",39310,"Franche_Comte",39
"2137",39120,"Franche_Comte",39
"2138",39300,"Franche_Comte",39
"2139",39240,"Franche_Comte",39
"2140",39570,"Franche_Comte",39
"2141",39300,"Franche_Comte",39
"2142",39240,"Franche_Comte",39
"2143",39200,"Franche_Comte",39
"2144",39100,"Franche_Comte",39
"2145",39190,"Franche_Comte",39
"2146",39230,"Franche_Comte",39
"2147",39360,"Franche_Comte",39
"2148",40150,"Aquitaine",40
"2149",40320,"Aquitaine",40
"2150",40700,"Aquitaine",40
"2151",40320,"Aquitaine",40
"2152",40090,"Aquitaine",40
"2153",40360,"Aquitaine",40
"2154",40250,"Aquitaine",40
"2155",40390,"Aquitaine",40
"2156",40370,"Aquitaine",40
"2157",40090,"Aquitaine",40
"2158",40280,"Aquitaine",40
"2159",40420,"Aquitaine",40
"2160",40090,"Aquitaine",40
"2161",40090,"Aquitaine",40
"2162",40360,"Aquitaine",40
"2163",40330,"Aquitaine",40
"2164",40500,"Aquitaine",40
"2165",40210,"Aquitaine",40
"2166",40100,"Aquitaine",40
"2167",40360,"Aquitaine",40
"2168",40210,"Aquitaine",40
"2169",40500,"Aquitaine",40
"2170",40350,"Aquitaine",40
"2171",40420,"Aquitaine",40
"2172",40320,"Aquitaine",40
"2173",40380,"Aquitaine",40
"2174",40700,"Aquitaine",40
"2175",40300,"Aquitaine",40
"2176",40250,"Aquitaine",40
"2177",40700,"Aquitaine",40
"2178",40530,"Aquitaine",40
"2179",40090,"Aquitaine",40
"2180",40465,"Aquitaine",40
"2181",40250,"Aquitaine",40
"2182",40270,"Aquitaine",40
"2183",40250,"Aquitaine",40
"2184",40250,"Aquitaine",40
"2185",40170,"Aquitaine",40
"2186",40170,"Aquitaine",40
"2187",40270,"Aquitaine",40
"2188",40990,"Aquitaine",40
"2189",40400,"Aquitaine",40
"2190",40700,"Aquitaine",40
"2191",40500,"Aquitaine",40
"2192",40190,"Aquitaine",40
"2193",40380,"Aquitaine",40
"2194",40380,"Aquitaine",40
"2195",40440,"Aquitaine",40
"2196",40110,"Aquitaine",40
"2197",40320,"Aquitaine",40
"2198",37800,"Centre",37
"2199",37140,"Centre",37
"2200",37380,"Centre",37
"2201",33950,"Aquitaine",33
"2202",33840,"Aquitaine",33
"2203",33190,"Aquitaine",33
"2204",33240,"Aquitaine",33
"2205",33830,"Aquitaine",33
"2206",33670,"Aquitaine",33
"2207",33230,"Aquitaine",33
"2208",33760,"Aquitaine",33
"2209",33190,"Aquitaine",33
"2210",33570,"Aquitaine",33
"2211",33990,"Aquitaine",33
"2212",33340,"Aquitaine",33
"2213",33790,"Aquitaine",33
"2214",33680,"Aquitaine",33
"2215",33540,"Aquitaine",33
"2216",33490,"Aquitaine",33
"2217",33670,"Aquitaine",33
"2218",33240,"Aquitaine",33
"2219",33920,"Aquitaine",33
"2220",33190,"Aquitaine",33
"2221",33490,"Aquitaine",33
"2222",33840,"Aquitaine",33
"2223",33390,"Aquitaine",33
"2224",33350,"Aquitaine",33
"2225",33790,"Aquitaine",33
"2226",33260,"Aquitaine",33
"2227",33730,"Aquitaine",33
"2228",33380,"Aquitaine",33
"2229",34820,"Languedoc",34
"2230",39270,"Franche_Comte",39
"2231",39600,"Franche_Comte",39
"2232",39570,"Franche_Comte",39
"2233",39600,"Franche_Comte",39
"2234",39230,"Franche_Comte",39
"2235",40380,"Aquitaine",40
"2236",40500,"Aquitaine",40
"2237",40300,"Aquitaine",40
"2238",40170,"Aquitaine",40
"2239",40180,"Aquitaine",40
"2240",40090,"Aquitaine",40
"2241",40310,"Aquitaine",40
"2242",40700,"Aquitaine",40
"2243",40240,"Aquitaine",40
"2244",40800,"Aquitaine",40
"2245",40320,"Aquitaine",40
"2246",40120,"Aquitaine",40
"2247",40380,"Aquitaine",40
"2248",40120,"Aquitaine",40
"2249",40120,"Aquitaine",40
"2250",40320,"Aquitaine",40
"2251",40660,"Aquitaine",40
"2252",40000,"Aquitaine",40
"2253",40300,"Aquitaine",40
"2254",40180,"Aquitaine",40
"2255",40230,"Aquitaine",40
"2256",40700,"Aquitaine",40
"2257",35250,"Bretagne",35
"2258",35430,"Bretagne",35
"2259",35360,"Bretagne",35
"2260",36400,"Centre",36
"2261",36210,"Centre",36
"2262",36200,"Centre",36
"2263",36400,"Centre",36
"2264",36200,"Centre",36
"2265",36230,"Centre",36
"2266",36210,"Centre",36
"2267",36200,"Centre",36
"2268",36350,"Centre",36
"2269",36240,"Centre",36
"2270",36120,"Centre",36
"2271",36800,"Centre",36
"2272",36170,"Centre",36
"2273",36200,"Centre",36
"2274",36290,"Centre",36
"2275",36260,"Centre",36
"2276",36800,"Centre",36
"2277",36100,"Centre",36
"2278",36320,"Centre",36
"2279",36110,"Centre",36
"2280",36600,"Centre",36
"2281",36110,"Centre",36
"2282",37500,"Centre",37
"2283",37330,"Centre",37
"2284",37130,"Centre",37
"2285",37240,"Centre",37
"2286",37320,"Centre",37
"2287",37150,"Centre",37
"2288",37150,"Centre",37
"2289",37220,"Centre",37
"2290",37240,"Centre",37
"2291",39570,"Franche_Comte",39
"2292",39290,"Franche_Comte",39
"2293",39320,"Franche_Comte",39
"2294",39110,"Franche_Comte",39
"2295",39250,"Franche_Comte",39
"2296",39270,"Franche_Comte",39
"2297",39210,"Franche_Comte",39
"2298",39170,"Franche_Comte",39
"2299",39350,"Franche_Comte",39
"2300",39700,"Franche_Comte",39
"2301",95170,"Ile_de_France",95
"2302",95880,"Ile_de_France",95
"2303",95380,"Ile_de_France",95
"2304",95130,"Ile_de_France",95
"2305",95450,"Ile_de_France",95
"2306",95450,"Ile_de_France",95
"2307",95140,"Ile_de_France",95
"2308",95810,"Ile_de_France",95
"2309",95640,"Ile_de_France",95
"2310",95220,"Ile_de_France",95
"2311",95280,"Ile_de_France",95
"2312",95300,"Ile_de_France",95
"2313",95270,"Ile_de_France",95
"2314",95560,"Ile_de_France",95
"2315",95850,"Ile_de_France",95
"2316",95580,"Ile_de_France",95
"2317",95180,"Ile_de_France",95
"2318",95160,"Ile_de_France",95
"2319",95690,"Ile_de_France",95
"2320",95270,"Ile_de_France",95
"2321",95480,"Ile_de_France",95
"2322",95270,"Ile_de_France",95
"2323",95810,"Ile_de_France",95
"2324",95840,"Ile_de_France",95
"2325",97130,"0",97
"2326",97131,"0",97
"2327",97110,"0",97
"2328",97116,"0",97
"2329",97180,"0",97
"2330",97180,"0",97
"2331",97136,"0",97
"2332",97217,"0",97
"2333",97234,"0",97
"2334",97214,"0",97
"2335",97211,"0",97
"2336",97212,"0",97
"2337",97227,"0",97
"2338",97353,"0",97
"2339",97340,"0",97
"2340",97440,"0",97
"2341",97400,"0",97
"2342",97400,"0",97
"2343",97490,"0",97
"2344",97480,"0",97
"2345",97422,"0",97
"2346",97423,"0",97
"2347",97435,"0",97
"2348",97410,"0",97
"2349",97410,"0",97
"2350",97418,"0",97
"2351",97430,"0",97
"2352",97430,"0",97
"2353",97500,"0",97
"2354",97615,"0",97
"2355",97625,"0",97
"2356",97680,"0",97
"2357",97680,"0",97
"2358",98610,"0",98
"2359",98701,"0",98
"2360",98785,"0",98
"2361",98730,"0",98
"2362",98730,"0",98
"2363",98730,"0",98
"2364",98755,"0",98
"2365",98792,"0",98
"2366",98792,"0",98
"2367",98790,"0",98
"2368",98707,"0",98
"2369",98741,"0",98
"2370",98741,"0",98
"2371",98741,"0",98
"2372",98741,"0",98
"2373",98731,"0",98
"2374",98731,"0",98
"2375",98731,"0",98
"2376",98709,"0",98
"2377",98710,"0",98
"2378",98769,"0",98
"2379",98790,"0",98
"2380",98732,"0",98
"2381",98728,"0",98
"2382",98728,"0",98
"2383",98728,"0",98
"2384",98729,"0",98
"2385",98729,"0",98
"2386",98729,"0",98
"2387",98742,"0",98
"2388",98796,"0",98
"2389",98796,"0",98
"2390",98711,"0",98
"2391",98712,"0",98
"2392",98718,"0",98
"2393",98790,"0",98
"2394",98779,"0",98
"2395",98752,"0",98
"2396",98752,"0",98
"2397",98734,"0",98
"2398",98719,"0",98
"2399",98723,"0",98
"2400",98735,"0",98
"2401",14220,"Normandie",14
"2402",14310,"Normandie",14
"2403",14860,"Normandie",14
"2404",14240,"Normandie",14
"2405",14240,"Normandie",14
"2406",14240,"Normandie",14
"2407",14610,"Normandie",14
"2408",14710,"Normandie",14
"2409",14130,"Normandie",14
"2410",14490,"Normandie",14
"2411",14620,"Normandie",14
"2412",14860,"Normandie",14
"2413",14350,"Normandie",14
"2414",14350,"Normandie",14
"2415",14350,"Normandie",14
"2416",14350,"Normandie",14
"2417",14350,"Normandie",14
"2418",14350,"Normandie",14
"2419",14400,"Normandie",14
"2420",14690,"Normandie",14
"2421",14210,"Normandie",14
"2422",14260,"Normandie",14
"2423",14860,"Normandie",14
"2424",11190,"Languedoc",11
"2425",11300,"Languedoc",11
"2426",11350,"Languedoc",11
"2427",11340,"Languedoc",11
"2428",11140,"Languedoc",11
"2429",11330,"Languedoc",11
"2430",11400,"Languedoc",11
"2431",11510,"Languedoc",11
"2432",11510,"Languedoc",11
"2433",11250,"Languedoc",11
"2434",11330,"Languedoc",11
"2435",11270,"Languedoc",11
"2436",11800,"Languedoc",11
"2437",11290,"Languedoc",11
"2438",11600,"Languedoc",11
"2439",11410,"Languedoc",11
"2440",11220,"Languedoc",11
"2441",11410,"Languedoc",11
"2442",11120,"Languedoc",11
"2443",11420,"Languedoc",11
"2444",11140,"Languedoc",11
"2445",11330,"Languedoc",11
"2446",11800,"Languedoc",11
"2447",11800,"Languedoc",11
"2448",11100,"Languedoc",11
"2449",11500,"Languedoc",11
"2450",11270,"Languedoc",11
"2451",11330,"Languedoc",11
"2452",11410,"Languedoc",11
"2453",11700,"Languedoc",11
"2454",11400,"Languedoc",11
"2455",11300,"Languedoc",11
"2456",11420,"Languedoc",11
"2457",11170,"Languedoc",11
"2458",11190,"Languedoc",11
"2459",11380,"Languedoc",11
"2460",11300,"Languedoc",11
"2461",11200,"Languedoc",11
"2462",11260,"Languedoc",11
"2463",11360,"Languedoc",11
"2464",11420,"Languedoc",11
"2465",11120,"Languedoc",11
"2466",11110,"Languedoc",11
"2467",11240,"Languedoc",11
"2468",11380,"Languedoc",11
"2469",11300,"Languedoc",11
"2470",11160,"Languedoc",11
"2471",11350,"Languedoc",11
"2472",11580,"Languedoc",11
"2473",11250,"Languedoc",11
"2474",11600,"Languedoc",11
"2475",12630,"Midi_Pyrenees",12
"2476",12290,"Midi_Pyrenees",12
"2477",12120,"Midi_Pyrenees",12
"2478",12390,"Midi_Pyrenees",12
"2479",12300,"Midi_Pyrenees",12
"2480",12390,"Midi_Pyrenees",12
"2481",12480,"Midi_Pyrenees",12
"2482",12450,"Midi_Pyrenees",12
"2483",12560,"Midi_Pyrenees",12
"2484",12140,"Midi_Pyrenees",12
"2485",12460,"Midi_Pyrenees",12
"2486",12580,"Midi_Pyrenees",12
"2487",12160,"Midi_Pyrenees",12
"2488",12160,"Midi_Pyrenees",12
"2489",12240,"Midi_Pyrenees",12
"2490",12800,"Midi_Pyrenees",12
"2491",12500,"Midi_Pyrenees",12
"2492",12350,"Midi_Pyrenees",12
"2493",12100,"Midi_Pyrenees",12
"2494",12550,"Midi_Pyrenees",12
"2495",12800,"Midi_Pyrenees",12
"2496",12510,"Midi_Pyrenees",12
"2497",12140,"Midi_Pyrenees",12
"2498",12140,"Midi_Pyrenees",12
"2499",12450,"Midi_Pyrenees",12
"2500",12140,"Midi_Pyrenees",12
"2501",95000,"Ile_de_France",95
"2502",95590,"Ile_de_France",95
"2503",95450,"Ile_de_France",95
"2504",95470,"Ile_de_France",95
"2505",95510,"Ile_de_France",95
"2506",97142,"0",97
"2507",97111,"0",97
"2508",97120,"0",97
"2509",97213,"0",97
"2510",97232,"0",97
"2511",97215,"0",97
"2512",97230,"0",97
"2513",97312,"0",97
"2514",97429,"0",97
"2515",97419,"0",97
"2516",97490,"0",97
"2517",97490,"0",97
"2518",97410,"0",97
"2519",97433,"0",97
"2520",97430,"0",97
"2521",97413,"0",97
"2522",97615,"0",97
"2523",97133,"0",97
"2524",98765,"0",98
"2525",98777,"0",98
"2526",98751,"0",98
"2527",98752,"0",98
"2528",98795,"0",98
"2529",98753,"0",98
"2530",98733,"0",98
"2531",98733,"0",98
"2532",98733,"0",98
"2533",98734,"0",98
"2534",98734,"0",98
"2535",98743,"0",98
"2536",98721,"0",98
"2537",98790,"0",98
"2538",98735,"0",98
"2539",98726,"0",98
"2540",98744,"0",98
"2541",98812,"0",98
"2542",98816,"0",98
"2543",98880,"0",98
"2544",98810,"0",98
"2545",98822,"0",98
"2546",98834,"0",98
"2547",20167,"Corse",20
"2548",20116,"Corse",20
"2549",20133,"Corse",20
"2550",20145,"Corse",20
"2551",20125,"Corse",20
"2552",20143,"Corse",20
"2553",20134,"Corse",20
"2554",20224,"Corse",20
"2555",20620,"Corse",20
"2556",20224,"Corse",20
"2557",20253,"Corse",20
"2558",20212,"Corse",20
"2559",90360,"Franche_Comte",90
"2560",90150,"Franche_Comte",90
"2561",90110,"Franche_Comte",90
"2562",90200,"Franche_Comte",90
"2563",90300,"Franche_Comte",90
"2564",91290,"Ile_de_France",91
"2565",91150,"Ile_de_France",91
"2566",91100,"Ile_de_France",91
"2567",91330,"Ile_de_France",91
"2568",92410,"Ile_de_France",92
"2569",92390,"Ile_de_France",92
"2570",93170,"Ile_de_France",93
"2571",93000,"Ile_de_France",93
"2572",93390,"Ile_de_France",93
"2573",93120,"Ile_de_France",93
"2574",93700,"Ile_de_France",93
"2575",93440,"Ile_de_France",93
"2576",93800,"Ile_de_France",93
"2577",93460,"Ile_de_France",93
"2578",93370,"Ile_de_France",93
"2579",93100,"Ile_de_France",93
"2580",93360,"Ile_de_France",93
"2581",93380,"Ile_de_France",93
"2582",93230,"Ile_de_France",93
"2583",93400,"Ile_de_France",93
"2584",93240,"Ile_de_France",93
"2585",94110,"Ile_de_France",94
"2586",94360,"Ile_de_France",94
"2587",94600,"Ile_de_France",94
"2588",94160,"Ile_de_France",94
"2589",94320,"Ile_de_France",94
"2590",94460,"Ile_de_France",94
"2591",95710,"Ile_de_France",95
"2592",95580,"Ile_de_France",95
"2593",95250,"Ile_de_France",95
"2594",95260,"Ile_de_France",95
"2595",95560,"Ile_de_France",95
"2596",95510,"Ile_de_France",95
"2597",95640,"Ile_de_France",95
"2598",95670,"Ile_de_France",95
"2599",95340,"Ile_de_France",95
"2600",95220,"Ile_de_France",95
"2601",37360,"Centre",37
"2602",37370,"Centre",37
"2603",37230,"Centre",37
"2604",37600,"Centre",37
"2605",37500,"Centre",37
"2606",37800,"Centre",37
"2607",37530,"Centre",37
"2608",37250,"Centre",37
"2609",37310,"Centre",37
"2610",37220,"Centre",37
"2611",37260,"Centre",37
"2612",37290,"Centre",37
"2613",37000,"Centre",37
"2614",37260,"Centre",37
"2615",37330,"Centre",37
"2616",37240,"Centre",37
"2617",38114,"Rhone_Alpes",38
"2618",38150,"Rhone_Alpes",38
"2619",38460,"Rhone_Alpes",38
"2620",38440,"Rhone_Alpes",38
"2621",38530,"Rhone_Alpes",38
"2622",38690,"Rhone_Alpes",38
"2623",38690,"Rhone_Alpes",38
"2624",38090,"Rhone_Alpes",38
"2625",38520,"Rhone_Alpes",38
"2626",38510,"Rhone_Alpes",38
"2627",38122,"Rhone_Alpes",38
"2628",38460,"Rhone_Alpes",38
"2629",38800,"Rhone_Alpes",38
"2630",38390,"Rhone_Alpes",38
"2631",38230,"Rhone_Alpes",38
"2632",38230,"Rhone_Alpes",38
"2633",38980,"Rhone_Alpes",38
"2634",38440,"Rhone_Alpes",38
"2635",38930,"Rhone_Alpes",38
"2636",38490,"Rhone_Alpes",38
"2637",38121,"Rhone_Alpes",38
"2638",38200,"Rhone_Alpes",38
"2639",38550,"Rhone_Alpes",38
"2640",38122,"Rhone_Alpes",38
"2641",38510,"Rhone_Alpes",38
"2642",38920,"Rhone_Alpes",38
"2643",38300,"Rhone_Alpes",38
"2644",38300,"Rhone_Alpes",38
"2645",38590,"Rhone_Alpes",38
"2646",38142,"Rhone_Alpes",38
"2647",38290,"Rhone_Alpes",38
"2648",38610,"Rhone_Alpes",38
"2649",38570,"Rhone_Alpes",38
"2650",38490,"Rhone_Alpes",38
"2651",38540,"Rhone_Alpes",38
"2652",38540,"Rhone_Alpes",38
"2653",38080,"Rhone_Alpes",38
"2654",38220,"Rhone_Alpes",38
"2655",38930,"Rhone_Alpes",38
"2656",38710,"Rhone_Alpes",38
"2657",38220,"Rhone_Alpes",38
"2658",38220,"Rhone_Alpes",38
"2659",38660,"Rhone_Alpes",38
"2660",38620,"Rhone_Alpes",38
"2661",38440,"Rhone_Alpes",38
"2662",38142,"Rhone_Alpes",38
"2663",38440,"Rhone_Alpes",38
"2664",38430,"Rhone_Alpes",38
"2665",38330,"Rhone_Alpes",38
"2666",38860,"Rhone_Alpes",38
"2667",38770,"Rhone_Alpes",38
"2668",38460,"Rhone_Alpes",38
"2669",38210,"Rhone_Alpes",38
"2670",38140,"Rhone_Alpes",38
"2671",38420,"Rhone_Alpes",38
"2672",38300,"Rhone_Alpes",38
"2673",38144,"Rhone_Alpes",38
"2674",38520,"Rhone_Alpes",38
"2675",38260,"Rhone_Alpes",38
"2676",38850,"Rhone_Alpes",38
"2677",38970,"Rhone_Alpes",38
"2678",38930,"Rhone_Alpes",38
"2679",38570,"Rhone_Alpes",38
"2680",38730,"Rhone_Alpes",38
"2681",38580,"Rhone_Alpes",38
"2682",38210,"Rhone_Alpes",38
"2683",38350,"Rhone_Alpes",38
"2684",38270,"Rhone_Alpes",38
"2685",38970,"Rhone_Alpes",38
"2686",38370,"Rhone_Alpes",38
"2687",38150,"Rhone_Alpes",38
"2688",38650,"Rhone_Alpes",38
"2689",38350,"Rhone_Alpes",38
"2690",38118,"Rhone_Alpes",38
"2691",38940,"Rhone_Alpes",38
"2692",38960,"Rhone_Alpes",38
"2693",38450,"Rhone_Alpes",38
"2694",38480,"Rhone_Alpes",38
"2695",38710,"Rhone_Alpes",38
"2696",38350,"Rhone_Alpes",38
"2697",38550,"Rhone_Alpes",38
"2698",38650,"Rhone_Alpes",38
"2699",38760,"Rhone_Alpes",38
"2700",38370,"Rhone_Alpes",38
"2701",39190,"Franche_Comte",39
"2702",39110,"Franche_Comte",39
"2703",39230,"Franche_Comte",39
"2704",39300,"Franche_Comte",39
"2705",39240,"Franche_Comte",39
"2706",39600,"Franche_Comte",39
"2707",39140,"Franche_Comte",39
"2708",40090,"Aquitaine",40
"2709",40310,"Aquitaine",40
"2710",40120,"Aquitaine",40
"2711",40230,"Aquitaine",40
"2712",40320,"Aquitaine",40
"2713",40090,"Aquitaine",40
"2714",40700,"Aquitaine",40
"2715",40320,"Aquitaine",40
"2716",40320,"Aquitaine",40
"2717",40500,"Aquitaine",40
"2718",40700,"Aquitaine",40
"2719",40250,"Aquitaine",40
"2720",40400,"Aquitaine",40
"2721",40250,"Aquitaine",40
"2722",40430,"Aquitaine",40
"2723",40170,"Aquitaine",40
"2724",40200,"Aquitaine",40
"2725",40290,"Aquitaine",40
"2726",40290,"Aquitaine",40
"2727",40290,"Aquitaine",40
"2728",40300,"Aquitaine",40
"2729",40410,"Aquitaine",40
"2730",38350,"Rhone_Alpes",38
"2731",38470,"Rhone_Alpes",38
"2732",38420,"Rhone_Alpes",38
"2733",38450,"Rhone_Alpes",38
"2734",38190,"Rhone_Alpes",38
"2735",38520,"Rhone_Alpes",38
"2736",38090,"Rhone_Alpes",38
"2737",38280,"Rhone_Alpes",38
"2738",39600,"Franche_Comte",39
"2739",39800,"Franche_Comte",39
"2740",39110,"Franche_Comte",39
"2741",39110,"Franche_Comte",39
"2742",39290,"Franche_Comte",39
"2743",39240,"Franche_Comte",39
"2744",39240,"Franche_Comte",39
"2745",39270,"Franche_Comte",39
"2746",39120,"Franche_Comte",39
"2747",39100,"Franche_Comte",39
"2748",39380,"Franche_Comte",39
"2749",39210,"Franche_Comte",39
"2750",39800,"Franche_Comte",39
"2751",39290,"Franche_Comte",39
"2752",39320,"Franche_Comte",39
"2753",39800,"Franche_Comte",39
"2754",39500,"Franche_Comte",39
"2755",39300,"Franche_Comte",39
"2756",39300,"Franche_Comte",39
"2757",39150,"Franche_Comte",39
"2758",39240,"Franche_Comte",39
"2759",39300,"Franche_Comte",39
"2760",39270,"Franche_Comte",39
"2761",39140,"Franche_Comte",39
"2762",39360,"Franche_Comte",39
"2763",1410,"Rhone_Alpes",1
"2764",39310,"Franche_Comte",39
"2765",39700,"Franche_Comte",39
"2766",39110,"Franche_Comte",39
"2767",39400,"Franche_Comte",39
"2768",39210,"Franche_Comte",39
"2769",39600,"Franche_Comte",39
"2770",44150,"Pays_de_la_Loire",44
"2771",44410,"Pays_de_la_Loire",44
"2772",44410,"Pays_de_la_Loire",44
"2773",44580,"Pays_de_la_Loire",44
"2774",44118,"Pays_de_la_Loire",44
"2775",44521,"Pays_de_la_Loire",44
"2776",44660,"Pays_de_la_Loire",44
"2777",44320,"Pays_de_la_Loire",44
"2778",44190,"Pays_de_la_Loire",44
"2779",44350,"Pays_de_la_Loire",44
"2780",44260,"Pays_de_la_Loire",44
"2781",44690,"Pays_de_la_Loire",44
"2782",44522,"Pays_de_la_Loire",44
"2783",44590,"Pays_de_la_Loire",44
"2784",44330,"Pays_de_la_Loire",44
"2785",44670,"Pays_de_la_Loire",44
"2786",44630,"Pays_de_la_Loire",44
"2787",44260,"Pays_de_la_Loire",44
"2788",44250,"Pays_de_la_Loire",44
"2789",44310,"Pays_de_la_Loire",44
"2790",44690,"Pays_de_la_Loire",44
"2791",44800,"Pays_de_la_Loire",44
"2792",44190,"Pays_de_la_Loire",44
"2793",44600,"Pays_de_la_Loire",44
"2794",44460,"Pays_de_la_Loire",44
"2795",44320,"Pays_de_la_Loire",44
"2796",44230,"Pays_de_la_Loire",44
"2797",44880,"Pays_de_la_Loire",44
"2798",45130,"Centre",45
"2799",45480,"Centre",45
